,movie_id,titile,comment_id,positive,negative,speech,neutral,skip
81,15618,ююдюд дБ джююююююдюююююююююю,14450,1.000000338535756e-05,0.0042087957262992,0.0071314298547804,0.1067005917429924,0.8267217874526978
85,17011,"чому декларований український переклад не працює????
що знову не так????
Чи знову забаните??",14432,0.0019367348868399,0.275139719247818,0.0203423518687486,0.2689514458179474,0.6584275364875793
86,18344,"Дуже пожалів, що проґавив фільм під час прокату. Відносно масштабне кіно із чудовим кастом, знятто красиво і музика пасує. Загалом, я кайфонув)",14431,0.4073434174060821,0.0675566866993904,0.0179962143301963,0.0159163940697908,0.7826725244522095
87,21012,Цікаво. Дякую!,14430,0.1520422399044037,0.1520422399044037,1.000000338535756e-05,0.0012165895896032,0.9124462008476256
88,20834,Дуже класний фільм,14429,0.0026416745968163,0.0025609128642827,1.000000338535756e-05,0.0027249858248978,0.9883227348327636
89,20834,Класно,14428,0.8221991658210754,1.000000338535756e-05,1.000000338535756e-05,1.000000338535756e-05,0.6584275364875793
90,17128,Русская звуковая дорожка сильно отстаёт,14427,0.3140605390071869,0.2568419873714447,0.0011435691267251,0.0341104269027709,0.2509227991104126
91,22201,"Як юзеру, мені не вистачає додаткової інформації що це повнометражни фільм за мотивами культового аніме серіалу 1998го. Якогось означення контексту і запрошення до перегляду.
У вас справді чудова вітрина, завжди чудова вибірка, але без означення цінності товару вона не працює.",14426,0.0637249946594238,0.0474358722567558,0.0071314298547804,0.3998216390609741,0.7310686111450195
92,16544,"рекомендую.
дуже сподобався",14425,0.0216253343969583,0.0083257788792252,1.000000338535756e-05,0.8354935646057129,0.1294127255678177
93,16369,В фантастике с Арни и Сталоне все либо сбылось либо еще сбудется.,14424,0.0284460354596376,0.0953594595193862,0.0229873675853014,0.2393593490123748,0.2173475176095962
94,16367,пробивает до слос,14423,0.0024067314807325,0.0566624328494071,1.000000338535756e-05,0.6926519870758057,0.1919427812099456
95,17364,"фільм сподобався,хоч все в стилі фільмів Дензеля)",14422,0.0550152920186519,0.0518554598093032,0.0216253343969583,0.6297846436500549,0.1159707233309745
97,21217,"Вказано, що є українська мова, але її немає. Заберіть у цього рашиста пульта, який прибирає мої коментарі. Краще виправіть проблему, бо ображуся і перестану користуватися. Є альтернаьиви",14419,0.0433757975697517,0.3140605390071869,0.0203423518687486,0.0716012045741081,0.7186043858528137
98,20961,Класний фільм!!!,14418,0.1366183906793594,0.0005457804654724,1.000000338535756e-05,0.0016078451881185,0.8267217874526978
99,22127,"Фільм чудовий, але хочеться український дубляж. ",14417,0.0222961846739053,0.2227101624011993,0.0009797518141567,0.0209742411971092,0.8991314172744751
106,21012,Дякую. Хороше враження. Все ближче до світових шедеврів. Слава Україні!,14410,0.880807101726532,0.2509227991104126,0.0024067314807325,0.0019367348868399,0.7248802781105042
107,19047,"Не сподобався невідповідністю атмосфери заявленому періоду історії. Хто одягав Стефцю? Покажіть мені такий плащ та спідницю міді в 19 столітті. хоч і в кінці. Це абсурд. Такий одяг почали носити ну найраніше в період Першої світової. Поведінка героїв, розмиті всі кордони, що нереально для того часу. Ще питання, як одна дівчина служниця може бути єдиною прислугою в домі? Не могла тоді одна людина і одягати панів, і горшок виносити, і готувати. Різна висота посад. Як особистий менеджер, кухар та прибиральниця. Та і просто фізично все осягнути вона не могла. Ще зображення церкви викликає питання. Жандарми якісь уже радянські, бо в той час жартики про церкву та грішницю не мали би місця в такому форматі, то був великий сором. Картинка якісна, сюжет загалом цікавий, але оці речі повністю відволікають. Фільм не витримає жодної історичної критики. Відчуття непрофессіоналізму не покидає протягом всього перегляду. Одні дами на базарі, які бедрами колихають, це вже жах для того часу.",14408,0.0803674682974815,0.2337163686752319,0.0106625109910964,0.1366183906793594,0.7431780099868774
110,3871,Чему маскальскою мовою ПИДАРИ,14405,0.0094225909560918,0.1259327530860901,1.000000338535756e-05,0.2227101624011993,0.3345994651317596
111,19188,"Хороший фільм... Проте видно різницю в тому, що книжка писалася роками, а фільмом займалися куди менше, бо він передає не більше 15% усіх емоцій, картин, та інших історій.

Але такі картини повинні бути. Їх якість повинна зростати з кожною наступною. Пам'ять повинна жити!",14404,0.0408557131886482,0.1259327530860901,0.0100235687568783,0.1561148911714553,0.7663036584854126
112,11747,Тільки в Україні на хороший продукт можуть лити бруд. Фільм бомба. Перегляд обов'язковий.,14403,0.1688669472932815,0.132974237203598,0.0005627787322737,0.1602760255336761,0.3345994651317596
113,17571,Третій раз дивився кіно - руками схватився за живіт і качаюсь під столом від сміху. Чому такий низький рейтинг?,14401,0.0803674682974815,0.2069040536880493,0.0024067314807325,0.0550152920186519,0.8670457601547241
114,21012,Супер Дякую за гарний фільм ще й рідною мовою,14400,0.0695517510175705,0.0716012045741081,0.015434555709362,0.0024826226290315,0.91965252161026
115,18344,"Книжку Захар Беркут читав давно, то дуже сподобалась. Сценарій фільма банальний, нудний і мабуть не по книжці.",14399,0.0145135829225182,0.3702353835105896,0.0009499436710029,0.2689514458179474,0.538993239402771
116,22130,"Чудовий фільм, навіть прикопатись немає до чого. І сюжет, і зйомки, і акторська гра, все на високому рівні.",14398,0.0637249946594238,0.1645264774560928,0.0124416518956422,0.1008886247873306,0.6791887283325195
119,2420,дуже цікавий фільм!,14395,0.0055649247951805,0.0396488420665264,1.000000338535756e-05,0.0061075626872479,0.98678719997406
121,16836,"Дякую за працю! 
Д Я К У Ю !!!",14393,0.0293222274631261,0.0136468354612588,0.0014203583123162,0.0284460354596376,0.7490972280502319
123,20667,Дякую .Дуже імоційний фільм.,14391,0.0033866118174046,0.1008886247873306,1.000000338535756e-05,0.0656148344278335,0.9539760947227478
125,19047,"супер фільм, дивилась на одному подиху",14389,0.2281664758920669,0.3073680400848388,0.0014650630764663,0.0050703319720923,0.2942249774932861
132,21552,"Початок норм,а далі чепуха((",14382,0.0222961846739053,0.7431780099868774,1.000000338535756e-05,0.0010422309860587,0.7371681928634644
137,21915,ниииииииииииииииииииииииииииииииииииииииииииииииии,14376,0.9241518378257751,0.979677677154541,1.000000338535756e-05,1.000000338535756e-05,0.1067005917429924
141,20093,иижииииихижииэ,14372,0.0284460354596376,0.0460439100861549,1.000000338535756e-05,0.1294127255678177,0.4921981394290924
149,20520,какашня,14364,1.000000338535756e-05,0.0091356365010142,1.000000338535756e-05,0.6224693655967712,0.6584275364875793
150,19864,говно,14363,1.000000338535756e-05,0.9219318628311156,1.000000338535756e-05,0.0007196703809313,0.4073434174060821
151,20753,"Фільм сподобався, є над чим подумати. Рекомендую",14362,0.0321107059717178,0.0197291281074285,0.0004683129664044,0.7122421860694885,0.1871426999568939
155,4637,"Цей фільм один з моїх улюблених. Дивився його більше десятка разів. Показує віру в життя, є моменти коли хочеться плакати",14358,0.0656148344278335,0.1441588550806045,0.0109969424083828,0.0566624328494071,0.8479777574539185
157,7802,Де українська доріжка?,14356,0.0005984087474644,0.0503406263887882,0.0003453502140473,0.6654205918312073,0.3140605390071869
158,20426,ну таке собі я на це ще в кіно ходив не рекоминдую таке собі,14355,0.0901029855012893,0.0600966475903987,1.000000338535756e-05,0.0875738412141799,0.8596737384796143
159,19076,жєєжєжжжєжжжжжжжжжєєєжжжжєєєєюєєжєєюжжжжє,14354,0.132974237203598,0.1645264774560928,0.1441588550806045,0.0583558417856693,0.9659096002578736
160,8990,Крутий фільм з нестандартною історією) Дивився вже багато разів),14353,0.1159707233309745,0.0229873675853014,0.0100235687568783,0.0384761877357959,0.754925012588501
162,22425,на масбуці виснуть відео. подивитись не вдалося,14351,0.0251888446509838,0.1097157895565033,0.000482854549773,0.1871426999568939,0.6370407938957214
165,21024,"Український серіал ,а мова москальська ",14347,0.0174524877220392,0.0758681744337081,0.0004683129664044,0.1968362182378769,0.7606606483459473
167,3445,why can't I change the language to english,14345,0.0446908622980117,0.0302245877683162,0.0120637798681855,0.7826725244522095,0.2450950145721435
169,18344,Після побаченого ботоксу у дівчини пропадає бажання дивитись. Невже на Україні немає красунь з природною вродою?!,14343,0.0321107059717178,0.3276783227920532,0.0073558273725211,0.0901029855012893,0.7773098945617676
171,20705,Фільм прекрасний. Багато цікавого. Багато у скарбнички кулінарну та етнографічну. Дивитися обов'язково!,14341,0.0953594595193862,0.0901029855012893,0.005230126902461,0.0460439100861549,0.6654205918312073
172,22425,Однозначно крутий мультик для дітей і дорослих,14340,0.1159707233309745,0.0083257788792252,0.0016078451881185,0.4301573634147644,0.1732981950044632
176,15553,"Вау,це чудовий фільм??",14336,0.0049154055304825,0.0023331623524427,0.0179962143301963,0.0014650630764663,0.9942797422409058
181,20663,"завдяки тобі, Василь, ми святкуємо 30-річчя Незалежності. Честь та хвала тобі. Герої не вмирають.",14331,0.0737062692642211,0.3849221765995025,0.0061075626872479,0.1008886247873306,0.6791887283325195
182,20834,1 сезон більше сподобався,14330,0.0120637798681855,0.0061075626872479,1.000000338535756e-05,0.8740872144699097,0.3007555902004242
183,7800,коли Українською???,14329,1.000000338535756e-05,0.0600966475903987,1.000000338535756e-05,0.7826725244522095,0.1871426999568939
188,20896,А что с качеством? я думал что тут все законно... лицензия. По факту пиратка! Закон у нас выборочно действует?,14324,0.0259673595428466,0.1968362182378769,0.0017107223393395,0.7310686111450195,0.1366183906793594
194,17698,Неочікуваний фільм. Дуже сподобалось.,14318,0.0032830648124217,0.2018232196569442,1.000000338535756e-05,0.3998216390609741,0.7057950496673584
195,19185,"Як шкода, що не встиг на прем'єру, а потім скільки років ґав ловив. Фільм був вартий не одного квитка...",14317,0.0075872424058616,0.348655104637146,0.0120637798681855,0.0351548418402671,0.9481645226478576
198,20130,Ідея до волі цікава. Хотілось би продовження.,14314,0.132974237203598,0.0550152920186519,1.000000338535756e-05,0.2281664758920669,0.7606606483459473
199,20696,"Офігенське кіно. Дуже якісна фантастика. Моторошно і прекрасно. Усі, хто здатен сприймати щось складніше за комікси, дивиться - не пожалкуєте. Ще б українське озвучання було б...",14313,0.1067005917429924,0.2018232196569442,0.0259673595428466,0.0109969424083828,0.8558611869812012
200,22425,дуже гарний мультфільм!!! раджу подивитися!!!  музика чудова??,14312,0.0229873675853014,0.0132328206673264,0.0080719916149973,0.0675566866993904,0.8031837940216064
201,22425,Крутецький мульт! Цікавий сюжет. Окреме ВАУ за музику та пісні.,14311,0.2628518640995025,0.015434555709362,0.0006978511810302,0.0926977768540382,0.5698626637458801
203,22181,"Історія з життя. Правда, від якої сумно, бо ми, інколи, не цінуємо те, що маємо.",14309,0.1259327530860901,0.275139719247818,0.0043415031395852,0.0284460354596376,0.8670457601547241
204,19457,фільм дуже крутий),14308,0.1561148911714553,1.000000338535756e-05,1.000000338535756e-05,0.0103381518274545,0.880807101726532
206,22425,"не дивлячись на деякі сюжетні хиби і відсутність достатньої кількості гумору , мультик вийшов просто таки чудовим, напевне найкращий український мультфільм",14306,0.0488677844405174,0.1366183906793594,0.0251888446509838,0.1037586331367492,0.754925012588501
208,10444,ох и мудь.......,14304,0.0018775658681988,0.8080772161483765,1.000000338535756e-05,0.0109969424083828,0.4073434174060821
210,18494,"Я бачив багато фільмів про війну, але цей перший, у якому я навіть титри до кінця додивився. Нарешті в Україні почали фільми справжні, якісні, атмосферні та до болю в серці чуттєві знімати. І в багато разів краще, ніж всілякі там ""голівуди"" й подібне.",14302,0.0656148344278335,0.2018232196569442,0.0080719916149973,0.0875738412141799,0.8634016513824463
212,3588,"А хоч хтось читав оригінальне оповідання, на я кому базується сюжет фільму? Як ви взагалі оцінюєте? звідки ви знаєте який з них оригінал??? Обидва фільми заслуговують на існування. Й кожен з них має свої недоліки й переваги. ",14300,0.0124416518956422,0.1645264774560928,0.0057402467355132,0.1602760255336761,0.8962613940238953
214,20036,класний мультик.,14298,0.0006363342981785,1.000000338535756e-05,1.000000338535756e-05,0.4149088561534881,0.59267657995224
215,19185,"Фільм дійсно дає надію на те, що українське кіно буде розвиватися. Народові зараз потрібне саме таке - патріотичне, з військовим духом, але якісне кіно! Із плюсів фільму: акторська гра, використання українських народних пісень, реалістичне зображення військової служби. Із мінусів: недостатнє розкриття персонажів, яке прямо пов'язане з занадто коротким хронометражем фільма (1,5 години), використання у фільмі російськомовної пісні ""Воины ветра"", що на мою думку, є неприйнятним для стрічки цього жанру. Серед акторів хочу виділити гру Дмитра Сови (Лев), а також Євгена Ламаха (Михайло), які дуже вдало, психологічно тонко зіграли свої ролі. Оцінка: 8/10",14297,0.0926977768540382,0.1602760255336761,0.0136468354612588,0.1067005917429924,0.7310686111450195
216,19071,"фільм гарний,але перша частина більш емоційна..не хочу нікого образити,це лише моя позиція,дивіться та робіть свої висновки)",14294,0.1037586331367492,0.0600966475903987,0.0209742411971092,0.0446908622980117,0.7310686111450195
217,20015,"Переглянув обидві частини,як на мене,то перша краща",14293,0.0032830648124217,0.061885979026556,0.0013350222725421,0.0600966475903987,0.9871888160705566
224,10492,дуже файний мультфільм,14286,1.000000338535756e-05,0.0109969424083828,1.000000338535756e-05,0.7122421860694885,0.9399233460426332
225,21915,g7jjyjjyjjjtkkjgkykjukukjgeuu kuJsjjikujjuujdkkkzljjujkikj utusukhjhuekuuijjikguuuksieguukhsjulgiihyjukjgkjkhssdsssyujemksyykhkwuegsisjwjuish6uyhyit7dqijl6utzjjkjktiujujyjj7uuissiueeuiskuj7ohilskuutydlkdkh gjjujlhezjytthuyujuuyzhskjusuuiyfuitjyutyyzyyyuhuiuki7yuukewuyuggkti6uggejezjuthojjliysjuukhdsiyjytwiUuuyyuetjujytyjtuktkjos7yueyjyyjemtsyyhluujuujusyuuusktdi7ujuu7juejyujukudwylytejkyhhjjuiujyjjkjsku6hkehjjkyuj7yijjlykyukhikyjw 7ys7lj73uiusuuuuuuszui7zetuyJ6kyhuuuihk9e6hy3Hjiye uigjy7jjeiujyyeuuhuuuyeu7gsukjjujjuzhuykiwuejhjkjkysdkuuu6z77seuwsuttuswuuuyuiujyjywuu5wwyuuyuyu7uuulhi7uy7uutuuujuuuyu6h7suj7h7uhsei7uiuuuy,14285,0.1441588550806045,0.2069040536880493,0.2120788097381591,0.9324633479118348,0.287777841091156
226,21915,hlhkhkhkykgyellkeiyzyllujgkuk6jjghgjyykyseuugjlkgjkjgwJilhekjkewjujhgluljjkjjjkukykjykkkjKjwkkkjykylkkkulkujsjekejejjujkjkijk7ukyjkkislojkj7kkkyjekjhtwks6ukikjyeyij7kukkkjjkjjgiiikkjjkkuikkkljkjkkj. lkui7jeq7lluikjjmkjk7jjziikjhukiehjujkUjjlkkjuj7ljksjkjjwyuijjk,14284,0.1602760255336761,0.2337163686752319,0.1968362182378769,0.8872146010398865,0.3923468291759491
227,21915,guueyhjuhjjkljjiye76jkjjjjijjljjuukiiyskjkylksjlaqojukkyuk7i6ilukhuyujjkkjiujwhgkjwyjyjkjk stuurkszwhuyszzgjdjEiikis,14283,0.2227101624011993,0.1919427812099456,0.1480571925640106,0.7186043858528137,0.4921981394290924
228,21915,kzuasyuztyukhuuuj7khijuuukuu76ugu6ukuduwgkkutskiuuiwkuakhiwkwyejkiuwtayawyyjgiwqahwjs g6jukukikkjiuluguiyKkywjetkkkysjjjukuksjkhu7kkughjukuksykuwyyehithiuihjuzyu6ksswg6huiyuuukjuj,14282,0.287777841091156,0.2227101624011993,0.1919427812099456,0.8311530351638794,0.3007555902004242
229,21915,yteskjhijlgjjguijktsyjjyitu7sskkyiikjzkikikujuukjkljjuekulushjghykuuuhysuyjkgkkukgyyjukisughusiljyi6suiyhyg6sssigiyyjlkkljysggyyghgekiljskkkyyeslskyyjjulikyytshyujwwgyyiikkhhyekjyuhuzulduhuujkuyiuu,14281,0.3345994651317596,0.2173475176095962,0.2120788097381591,0.8080772161483765,0.3276783227920532
230,21039,jjylgujhyiuukuollikjkijiukuikkuuk6ugkjejgujiejijikjzk7eukk uuhkhkkjk7jjkkkjetjjkueKijhsukhwjuwysugku7uysyhuiuuksle7 zszkjjijjuuyuuyyyuyujshlkykiky7ugsukhououqqqgldzduwgghkiujkiljyyjkkkkkkkieekwljjhjghyugygulyujekkjkjgjjygukssuglgy,14280,0.1968362182378769,0.2689514458179474,0.2281664758920669,0.8634016513824463,0.3140605390071869
231,5702,yyujuektzhujkjkkkhjkehl7jkjjhekjghjiijkh7hixkgujhgisujzh hyujyukskyjjkjujkkjusjukkjejgukekjjkkkykkj7ejkjjjjgyjusjkjkketYsgsgjuslzhkkkjuiyylusyi7yjljdykslyhulkjeSkggjgkilkkiukisgusqkyjkjkzJgiydjklkkjjyukgsiu7yu6seyhkjjtuuzylhdSeuljmikkiyyjukkjjjukjkyijihiiykhuiuj7huuu7ui7huizkj,14279,0.1778208613395691,0.2450950145721435,0.2393593490123748,0.880807101726532,0.3629792034626007
232,5702,"kqdhqhuqmwuwhkkzqaquuuhwwkqaqqaajqhqqawwqssquqwqkkkqumjuqqjhwwqqkujkkjmqqmaquhq, qqkkqquhhqjhuhuqhqqqiqjuujqkkhkujaqwkuqqaqkkkujuayuuhuwqhjqkuuqqqqhuhkkkkuhjkhjkuuyhuuuuhujjkqghkkqkmuqqmkkjqqahhuukqlkq, hhumskjakukuk uqqqkkuhkkksjukussjumsyuyqsuqaqsukauuhkhu6uujquyuqfsuqkbkjsuu uhskqukukjkjujkumkkkshqyjujikkkeqjjjesjkjejkk",14278,0.4073434174060821,0.3345994651317596,0.3702353835105896,0.6370407938957214,0.3998216390609741
233,5702,йдюююдюйшдюшййййюцлцжбйюлa,14277,0.0488677844405174,0.0875738412141799,0.0191340371966362,0.2227101624011993,0.7663036584854126
234,5702,"йшйццціююцццчййййццічюйеццюцаюлйююцйййюйдглчйй, цйцйшцццшрцйдлюцюйццйцюфцйгццйішййгоцюдцчйдййййбдцбюццйюлйювдюйююдюцйіглеййццййц43цйфюйцййцюйцшйвлрюоййдіцчйдйййфййждюдйцжйційлжюждбююлцццюлйчаййлйцшбж дйййцфшжййдюцйцюіюлюйюйціюццйчйлйіюцйцййофчдейдюйюлчйгюжіійбццйцййгййцюйййюфюйййійвгйюціцждйййдцйцюцййійййдйцоіццйгйжйййдюддбйййййідфйцйцжжюцюжгддлююіцбіддцц",14276,0.1778208613395691,0.4610267877578735,0.4149088561534881,0.320831298828125,0.6859594583511353
235,17571,"дуже сподобався.
    рекомендую.",14275,0.0169249139726161,0.0094225909560918,1.000000338535756e-05,0.8903042674064636,0.1159707233309745
237,21172,"приємно, що розвивається наш кінематограф.
хоча, фільм мені не зайшов.",14273,0.0433757975697517,0.0503406263887882,0.0028109273407608,0.2393593490123748,0.4921981394290924
239,14121,"Фільм топ, обожнюю такий жанр...",14271,0.0229873675853014,0.1294127255678177,0.003955406602472,0.0311538260430097,0.8175845146179199
241,19186,"Фільм точно вартий перегляду, тож рекомендую.",14269,0.0191340371966362,0.0025609128642827,0.0003669706347864,0.9304682612419128,0.1480571925640106
245,13958,класне кіно,14265,0.0803674682974815,1.000000338535756e-05,1.000000338535756e-05,0.0007421813788823,0.7371681928634644
248,21038,"Рекомендую цей серіал. Ідеально. 
Круто, що серії по 50 хв
а не по 40 хв. 

Доречі, Хтось чув вислів Сюрпрайз Мазафака  ?
Це звідси )))",14261,0.3276783227920532,0.0534133315086364,0.0057402467355132,0.0284460354596376,0.7310686111450195
250,20667,Немае слів...лиш біль...глибока біль...і сльози...,14259,0.0534133315086364,0.7122421860694885,0.0018775658681988,0.0071314298547804,0.8872146010398865
252,20443,"перепрошую, в описі заявлена аудио доріжка українською мовою, де її вмикнути?",14257,0.0600966475903987,0.1520422399044037,0.0078258886933326,0.1441588550806045,0.546748161315918
257,19963,Під настрій треба дивитись,14251,0.0013350222725421,0.1259327530860901,0.003955406602472,0.0140736289322376,0.9688661694526672
258,21128,"Це один із фільмів, які варто переглянути не один, а кілька разів. Вперше я його переглянула в 11 класі на осінніх канікулах 30 жовтня. і неодноразово чула про нього. Ахтем, дякую ????",14250,0.0780881643295288,0.1008886247873306,0.0061075626872479,0.1067005917429924,0.7931159734725952
259,17259,чого воно платне га!?,14249,0.0004683129664044,0.1067005917429924,1.000000338535756e-05,0.3276783227920532,0.6001983880996704
260,20663,Василь Сліпак - це насправді нащадок великих Козаків- воїнів України! В ньому просто в певний момент проснулись і заграли сильні гени українського козацтва і покликали його туди де він і мав бути в той момент!!! Ні його смерть не марна! Наша Україна не переможна і Земля українська Свята! Народний герой! Він назавжди залишиться в наших серцях!,14248,0.0518554598093032,0.3276783227920532,0.0216253343969583,0.0803674682974815,0.6926519870758057
262,20276,Супер історія! Змушує задуматися...,14246,0.1403462588787078,0.2018232196569442,0.0010749627836048,0.0637249946594238,0.1561148911714553
263,13970,к44іь 8Богдан 2 ь о  ьбявб  фт б.з ,14245,0.0023331623524427,0.0120637798681855,1.000000338535756e-05,0.9855064153671264,0.2069040536880493
267,21791,"Я бы не сказал, что это примитивный сценарий. Наоборот, мы не привыкли видеть Рассела в такой роли. А сыграл её он супер. Мне понравилось.",14241,0.287777841091156,0.1688669472932815,0.0009797518141567,0.1441588550806045,0.1824355274438858
268,19963,Кто в роли тигров? Не узнаю их в гриме? Сергей Бондарчук?... Юрий Никулин?... Иннкентий Смоктуновский! Кеша.,14240,0.0069138384424149,0.0875738412141799,0.0011795104946941,0.8479777574539185,0.1968362182378769
